Peak_Chr	Peak_Start	Peak_End	Feature_Chr	Feature_RegulatoryRegion_Begin	Feature_RegulatoryRegion_End	Feature_Name	FeatureOverlapToPeak
chr6	127101395	127102285	chr6	127100099	127106066	Ccnd2	890
chr6	127403197	127403888	chr6	127398740	127404240	Parp11	691
chr6	127527198	127528278	chr6	127522992	127528492	Efcab4b	1080
chr6	128312455	128313040	chr6	128308011	128313511	Foxm1	585
chr6	128312455	128313040	chr6	128311885	128317840	5930416I19Rik	585
chr6	128312455	128313040	chr6	128312356	128317915	5930416I19Rik	585
chr6	128374514	128375044	chr6	128374235	128379928	Itfg2	530
chr6	128385583	128385908	chr6	128383774	128389274	Gm10069	325
chr6	128388528	128388996	chr6	128387923	128393649	Fkbp4	468
chr6	128388528	128388996	chr6	128383774	128389274	Gm10069	468
chr6	129225350	129225712	chr6	129224739	129230387	Cd69	362
chr6	129283826	129284166	chr6	129281012	129286799	4922502D21Rik	340
chr6	129297745	129297944	chr6	129295303	129300803	Clec12a	199
chr6	129299818	129300500	chr6	129295303	129300803	Clec12a	682
chr6	130261968	130262277	chr6	130257808	130263379	Klra23	309
chr6	130292079	130292427	chr6	130286988	130292644	Klra3	348
chr6	132707158	132707451	chr6	132707148	132712648	Tas2r102	293
chr6	133055169	133055940	chr6	133050256	133055756	2700089E24Rik	587
chr6	133984699	133986033	chr6	133980724	133986224	Etv6	1334
chr6	134589052	134589364	chr6	134584529	134590029	Loh12cr1	312
chr6	134589052	134589364	chr6	134585957	134591457	Loh12cr1	312
chr6	134779532	134780285	chr6	134775216	134780716	Crebl2	753
chr6	134847714	134848829	chr6	134842978	134848478	2810454H06Rik	764
chr6	134847714	134848829	chr6	134847249	134852833	Gpr19	1115
chr6	134847714	134848829	chr6	134847279	134852833	Gpr19	1115
chr6	134847714	134848829	chr6	134847349	134852943	Gpr19	1115
chr6	135119782	135120055	chr6	135117537	135123233	Hebp1	273
chr6	136467140	136468115	chr6	136462371	136467871	Atf7ip	731
chr6	136751547	136753641	chr6	136751768	136757268	H2afj	1873
chr6	136751547	136753641	chr6	136752088	136757900	Hist4h4	1553
chr6	136776496	136777364	chr6	136776040	136781737	Wbp11	868
chr6	136776496	136777364	chr6	136772363	136777863	BC049715	868
chr6	137702889	137703519	chr6	137698097	137703597	Dera	630
chr6	140571386	140572218	chr6	140566183	140571683	Aebp2	297
chr6	140571386	140572218	chr6	140567209	140572709	Aebp2	832
chr6	140571386	140572218	chr6	140567818	140573318	Aebp2	832
chr6	142293959	142294697	chr6	142289216	142294716	Pyroxd1	738
chr6	142337576	142337947	chr6	142335041	142340607	Recql	371
chr6	142754947	142755378	chr6	142752265	142757986	Gm766	431
chr6	143047649	143048199	chr6	143047952	143053627	5730419I09Rik	247
chr6	143048521	143049021	chr6	143047952	143053627	5730419I09Rik	500
chr6	143112409	143113373	chr6	143110749	143116249	Etnk1	964
chr6	145159098	145159930	chr6	145154653	145160153	Lyrm5	832
chr6	145159098	145159930	chr6	145154666	145160166	Lyrm5	832
chr6	145159098	145159930	chr6	145158826	145164490	Casc1	832
chr6	146450215	146450468	chr6	146449808	146455434	Itpr2	253
chr6	146526351	146527367	chr6	146525322	146531357	4933424B01Rik	1016
chr6	146526351	146527367	chr6	146521432	146526932	Fgfr1op2	581
chr6	146980932	146981146	chr6	146976058	146981558	Rep15	214
chr6	148160476	148160952	chr6	148155809	148161309	4732416N19Rik	476
chr6	148160476	148160952	chr6	148159991	148165896	Ergic2	476
chr6	149136795	149137647	chr6	149136627	149142234	Amn1	852
chr7	3285792	3286401	chr7	3284038	3289538	Myadm	609
chr7	3285792	3286401	chr7	3285555	3291055	Myadm	609
chr7	3285792	3286401	chr7	3285556	3291056	Myadm	609
chr7	3289212	3289687	chr7	3284038	3289538	Myadm	326
chr7	3289212	3289687	chr7	3285555	3291055	Myadm	475
chr7	3289212	3289687	chr7	3285556	3291056	Myadm	475
chr7	3289212	3289687	chr7	3288028	3293528	Myadm	475
chr7	3290074	3290659	chr7	3285555	3291055	Myadm	585
chr7	3290074	3290659	chr7	3285556	3291056	Myadm	585
chr7	3290074	3290659	chr7	3288028	3293528	Myadm	585
chr7	3568423	3569093	chr7	3563974	3569474	Ndufa3	670
chr7	3568423	3569093	chr7	3567124	3572735	Oscar	670
chr7	3644377	3645476	chr7	3640211	3645711	Tsen34	1099
chr7	3644377	3645476	chr7	3641109	3646609	Tsen34	1099
chr7	3644377	3645476	chr7	3643842	3650127	Mboat7	1099
chr7	4088864	4089190	chr7	4083657	4089157	Leng8	293
chr7	4088864	4089190	chr7	4087662	4093528	D030047H15Rik	326
chr7	4100740	4101118	chr7	4099284	4106474	Leng9	378
chr7	4455324	4455819	chr7	4452367	4458282	Ppp1r12c	495
chr7	4483999	4484334	chr7	4483479	4489044	6030429G01Rik	335
chr7	4581774	4582141	chr7	4581323	4587084	Tmem86b	367
chr7	4584864	4585123	chr7	4581323	4587084	Tmem86b	259
chr7	4610366	4611265	chr7	4609582	4615552	Ppp6r1	899
chr7	4997963	4998210	chr7	4998133	5003633	Zfp580	77
chr7	5012518	5013161	chr7	5008783	5014283	U2af2	643
chr7	6107413	6107847	chr7	6106946	6112573	Zfp787	434
chr7	6123542	6124047	chr7	6119114	6124614	Zfp444	505
chr7	6237601	6238174	chr7	6233181	6238681	Zfp667	573
chr7	6362596	6363192	chr7	6362885	6368385	Gm16532	307
chr7	7230826	7231404	chr7	7230307	7236000	Vmn2r29	578
chr7	7250548	7252854	chr7	7251451	7257222	Clcn4-2	1403
chr7	13608556	13610357	chr7	13604500	13610000	Trim28	1444
chr7	13619889	13620288	chr7	13619483	13625126	Chmp2a	399
chr7	13622700	13624020	chr7	13619483	13625126	Chmp2a	1320
chr7	13622700	13624020	chr7	13622469	13628327	Ube2m	1320
chr7	13622700	13624020	chr7	13622918	13628619	Ube2m	1102
chr7	13906837	13907136	chr7	13906015	13911515	Pla2g4c	299
chr7	16534571	16535026	chr7	16530678	16536457	Gltscr2	455
chr7	16704946	16705749	chr7	16700224	16705724	Kptn	778
chr7	16711793	16711992	chr7	16710648	16716148	Slc8a2	199
chr7	16833679	16833831	chr7	16828871	16834503	Gpr77	152
chr7	16846516	16846904	chr7	16843993	16849687	C5ar1	388
chr7	16846516	16846904	chr7	16844361	16849889	C5ar1	388
chr7	16858013	16858897	chr7	16856861	16864041	Prr24	884
chr7	16870652	16870959	chr7	16869343	16875008	Ccdc9	307
chr7	16895325	16895586	chr7	16889931	16895431	Bbc3	106
chr7	16972896	16973470	chr7	16972489	16978134	Sae1	574
chr7	16982865	16983213	chr7	16981544	16987044	Zc3h4	348
chr7	17200342	17201180	chr7	17199320	17205342	Grlf1	838
chr7	17426894	17427462	chr7	17423413	17428913	Prkd2	568
chr7	17427910	17428293	chr7	17423413	17428913	Prkd2	383
chr7	17509225	17510126	chr7	17508689	17514381	Calm3	901
chr7	18552557	18552944	chr7	18552515	18558015	Ceacam11	387
chr7	19495612	19496279	chr7	19494981	19500753	Ccdc61	667
chr7	19609148	19609664	chr7	19604725	19610225	Sympk	516
chr7	19609148	19609664	chr7	19608197	19613888	Foxa3	516
chr7	19661262	19661700	chr7	19656548	19662048	Dmwd	438
chr7	19734143	19735261	chr7	19730186	19735686	Snrpd2	1118
chr7	19734143	19735261	chr7	19733824	19739545	Qpctl	1118
chr7	19813897	19814489	chr7	19808737	19814237	Opa3	340
chr7	19857083	19857493	chr7	19856362	19862203	Vasp	410
chr7	19859109	19859562	chr7	19856362	19862203	Vasp	453
chr7	19930046	19930543	chr7	19925419	19930919	Ercc1	497
chr7	19946356	19946677	chr7	19941564	19947064	Ppp1r13l	321
chr7	19946356	19946677	chr7	19944236	19949832	Cd3eap	321
chr7	20158716	20158937	chr7	20157635	20163135	Zfp296	221
chr7	20158716	20158937	chr7	20158157	20163692	Gemin7	221
chr7	20250373	20251533	chr7	20249782	20255379	Clptm1	1160
chr7	20280269	20280806	chr7	20277259	20282945	Apoc1	537
chr7	20280269	20280806	chr7	20277457	20283007	Apoc1	537
chr7	20286972	20287255	chr7	20283859	20289515	Apoe	283
chr7	20300430	20302030	chr7	20299829	20305778	Tomm40	1600
chr7	20300430	20302030	chr7	20300206	20305778	Tomm40	1600
chr7	20409726	20409998	chr7	20407285	20413104	Bcl3	272
chr7	25120915	25121297	chr7	25117598	25123984	1700008P20Rik	382
chr7	25131591	25131790	chr7	25129242	25134742	Lypd5	199
chr7	25154816	25155266	chr7	25150281	25155781	Kcnn4	450
chr7	25235530	25235831	chr7	25230011	25235701	Irgc1	171
chr7	25242518	25243231	chr7	25242518	25248018	Plaur	713
chr7	25653935	25654227	chr7	25650075	25655575	Dmrtc2	292
chr7	25653935	25654227	chr7	25654047	25659710	Lypd4	180
chr7	25668830	25669807	chr7	25664732	25670232	Rps19	977
chr7	25688992	25689578	chr7	25684364	25689864	Arhgef1	586
chr7	25918149	25918459	chr7	25916943	25922479	Pou2f2	310
chr7	26063530	26064424	chr7	26062197	26067697	Cic	894
chr7	26180718	26181028	chr7	26175432	26180932	4732471J01Rik	214
chr7	26180718	26181028	chr7	26180019	26186006	Lipe	310
chr7	26404157	26404678	chr7	26399511	26405011	Atp5sl	521
chr7	26404157	26404678	chr7	26400181	26405911	Gm7092	521
chr7	26443613	26444387	chr7	26439171	26444671	Exosc5	774
chr7	26443613	26444387	chr7	26443151	26448780	Bckdha	774
chr7	26465415	26466418	chr7	26461176	26466676	B9d2	1003
chr7	26503668	26504710	chr7	26503436	26509072	Ccdc97	1042
chr7	26539854	26541649	chr7	26538859	26544720	Hnrnpul1	1795
chr7	26539854	26541649	chr7	26538859	26544739	Hnrnpul1	1795
chr7	27951208	27951595	chr7	27951202	27956821	Egln2	387
chr7	27962879	27964307	chr7	27963245	27968902	Rab4b	1062
chr7	28014733	28015038	chr7	28011869	28018616	Itpkc	305
chr7	28014733	28015038	chr7	28013031	28018531	Adck4	305
chr7	28142277	28142981	chr7	28140389	28146027	Shkbp1	704
chr7	28145933	28147118	chr7	28140389	28146027	Shkbp1	94
chr7	28232466	28233178	chr7	28230981	28236608	Spnb4	712
chr7	28232466	28233178	chr7	28227996	28233496	Blvrb	712
chr7	28258194	28258760	chr7	28253858	28259358	Sertad3	566
chr7	28376330	28376967	chr7	28371578	28377078	Akt2	637
chr7	28388012	28388306	chr7	28385878	28391378	Akt2	294
chr7	28474290	28474740	chr7	28469358	28474858	C030039L03Rik	450
chr7	28714192	28714704	chr7	28713813	28719449	1700049G17Rik	512
chr7	28718495	28718817	chr7	28713813	28719449	1700049G17Rik	322
chr7	28954554	28954907	chr7	28949766	28955266	Fbl	353
chr7	28964142	28964597	chr7	28959501	28965001	Dyrk1b	455
chr7	28964142	28964597	chr7	28959512	28965012	Dyrk1b	455
chr7	29123712	29124090	chr7	29123213	29128738	Supt5h	378
chr7	29124582	29124982	chr7	29123213	29128738	Supt5h	400
chr7	29165821	29166362	chr7	29163692	29169247	Zfp36	541
chr7	29167530	29168861	chr7	29163692	29169247	Zfp36	1331
chr7	29177600	29178125	chr7	29173014	29178514	Paf1	525
chr7	29177600	29178125	chr7	29176969	29182709	Med29	525
chr7	29221329	29222337	chr7	29217465	29222965	Gmfg	1008
chr7	29221329	29222337	chr7	29220656	29226210	Samd4b	1008
chr7	29221329	29222337	chr7	29220955	29226455	Gmfg	1008
chr7	29383051	29383561	chr7	29382553	29388203	Pak4	510
chr7	29551408	29551901	chr7	29546770	29552270	Sirt2	493
chr7	29551408	29551901	chr7	29550762	29556543	Nfkbib	493
chr7	29573193	29573470	chr7	29568987	29574487	Rinl	277
chr7	29593189	29593818	chr7	29590908	29596408	Hnrnpl	629
chr7	29596348	29596741	chr7	29590908	29596408	Hnrnpl	60
chr7	29940455	29940729	chr7	29940648	29946229	Fam98c	81
chr7	29965392	29965908	chr7	29964795	29970692	Psmd8	516
chr7	30023014	30023686	chr7	30018341	30023841	Yif1b	672
chr7	30557176	30557496	chr7	30553312	30558812	Mir1964	320
chr7	30691002	30691952	chr7	30690572	30696123	Zfp27	950
chr7	30738505	30739608	chr7	30736232	30741912	Zfp74	1103
chr7	30768076	30768865	chr7	30763973	30769473	Zfp568	789
chr7	30769210	30769960	chr7	30763973	30769473	Zfp568	263
chr7	30954735	30955784	chr7	30949940	30955440	Gm5113	705
chr7	30954735	30955784	chr7	30954177	30959746	Zfp146	1049
chr7	30979583	30980339	chr7	30979524	30985067	Capns1	756
chr7	30981352	30981786	chr7	30979524	30985067	Capns1	434
chr7	31012593	31012882	chr7	31012092	31017592	Polr2i	289
chr7	31107221	31107588	chr7	31105927	31112394	Sdhaf1	367
chr7	31195999	31196463	chr7	31193806	31199306	Tyrobp	464
chr7	31197783	31198783	chr7	31193806	31199306	Tyrobp	1000
chr7	31202598	31203347	chr7	31203322	31208822	Nfkbid	25
chr7	31204493	31205385	chr7	31203322	31208822	Nfkbid	892
chr7	31204493	31205385	chr7	31204222	31209873	Hcst	892
chr7	31205775	31206018	chr7	31203322	31208822	Nfkbid	243
chr7	31205775	31206018	chr7	31204222	31209873	Hcst	243
chr7	31336703	31337591	chr7	31333320	31338820	Hspb6	888
chr7	31336703	31337591	chr7	31336726	31342291	BC053749	865
chr7	31411034	31411440	chr7	31410569	31416170	Cox6b1	406
chr7	31740977	31741281	chr7	31741214	31746822	Usf2	67
chr7	31758838	31759244	chr7	31757061	31762561	Fam187b	406
chr7	31758838	31759244	chr7	31757598	31763488	Lsr	406
chr7	31900632	31901025	chr7	31899654	31905309	Hpn	393
chr7	36180834	36181492	chr7	36177111	36182611	Ccdc123	658
chr7	36180834	36181492	chr7	36180731	36186786	C230052I12Rik	658
chr7	36181729	36182460	chr7	36177111	36182611	Ccdc123	731
chr7	36181729	36182460	chr7	36180731	36186786	C230052I12Rik	731
chr7	36342468	36343436	chr7	36339672	36345947	Nudt19	968
chr7	36373687	36374424	chr7	36363512	36375601	Rgs9bp	737
chr7	36587921	36588282	chr7	36587352	36593008	Zfp507	361
chr7	36587921	36588282	chr7	36582610	36588110	E130304I02Rik	189
chr7	39012074	39013242	chr7	39012459	39018013	Plekhf1	783
chr7	39056312	39057027	chr7	39055665	39061367	Pop4	715
chr7	48648304	48648948	chr7	48648096	48653630	AI987944	644
chr7	48887886	48889124	chr7	48883900	48889400	Zfp788	1238
chr7	50567983	50569040	chr7	50567973	50573631	Zfp715	1057
chr7	50606491	50606925	chr7	50601774	50607274	Siglec5	434
chr7	50691978	50692900	chr7	50687507	50693007	Nkg7	922
chr7	50691978	50692900	chr7	50691185	50696685	Cldnd2	922
chr7	50694000	50694485	chr7	50691185	50696685	Cldnd2	485
chr7	50788420	50788919	chr7	50787927	50793541	Cd33	499
chr7	50817495	50817836	chr7	50812739	50818239	Zfp658	341
chr7	50834646	50835535	chr7	50829955	50835455	Zfp719	809
chr7	51495057	51495604	chr7	51490938	51496492	1700028J19Rik	547
chr7	51560203	51561725	chr7	51560633	51566133	Shank1	1092
chr7	51560203	51561725	chr7	51561488	51567329	Clec11a	237
chr7	51562274	51562865	chr7	51560633	51566133	Shank1	591
chr7	51562274	51562865	chr7	51561488	51567329	Clec11a	591
chr7	51629222	51630041	chr7	51629856	51635400	1700008O03Rik	185
chr7	51723105	51723477	chr7	51718425	51723925	Josd2	372
chr7	51751396	51752033	chr7	51746957	51752457	Fam71e1	637
chr7	51751396	51752033	chr7	51751125	51756883	2310044H10Rik	637
chr7	51782936	51783921	chr7	51779440	51785039	Mybpc2	985
chr7	51803835	51804618	chr7	51803624	51809185	Pold1	783
chr7	51825301	51825588	chr7	51822814	51828314	Napsa	287
chr7	52000519	52000868	chr7	51998998	52004498	Vrk3	349
chr7	52103874	52105476	chr7	52103718	52109449	Tbc1d17	1602
chr7	52103874	52105476	chr7	52099596	52105096	Akt1s1	1222
chr7	52103874	52105476	chr7	52100068	52105568	Mir707	1602
chr7	52111850	52112809	chr7	52107550	52113050	Pnkp	959
chr7	52252544	52253344	chr7	52252332	52257949	Bcl2l12	800
chr7	52252544	52253344	chr7	52248029	52253529	Irf3	800
chr7	52253870	52254291	chr7	52252332	52257949	Bcl2l12	421
chr7	52272839	52273328	chr7	52268376	52273876	Rras	489
chr7	52272839	52273328	chr7	52270949	52276619	Scaf1	489
chr7	52362452	52362780	chr7	52358509	52364192	Fcgrt	328
chr7	52384072	52384974	chr7	52381216	52386805	Snord35a	902
chr7	52384072	52384974	chr7	52381472	52387038	Snord34	902
chr7	52384072	52384974	chr7	52381733	52387315	Snord33	902
chr7	52384072	52384974	chr7	52382252	52387833	Snord32a	902
chr7	52384072	52384974	chr7	52383569	52389105	Rpl13a	902
chr7	52384072	52384974	chr7	52379166	52384759	Rps11	687
chr7	52391748	52392054	chr7	52391248	52396802	Flt3l	306
chr7	52392708	52393257	chr7	52391248	52396802	Flt3l	549
chr7	52409433	52409801	chr7	52404767	52410267	Pih1d1	368
chr7	52409433	52409801	chr7	52409261	52414908	Aldh16a1	368
chr7	52437713	52437994	chr7	52434358	52439967	Gm581	281
chr7	52493254	52493654	chr7	52493529	52499209	Cd37	125
chr7	52591801	52592477	chr7	52588556	52594150	Trpm4	676
chr7	52593641	52593927	chr7	52588556	52594150	Trpm4	286
chr7	52630082	52630387	chr7	52625391	52630934	Lin7b	305
chr7	52650304	52651467	chr7	52650378	52656017	Snrnp70	1089
chr7	52689517	52690405	chr7	52685208	52690708	Gys1	888
chr7	52689517	52690405	chr7	52689121	52694834	Ruvbl2	888
chr7	52716130	52716791	chr7	52714399	52720256	Ftl1	661
chr7	52722154	52722373	chr7	52721611	52727268	Bax	219
chr7	52744083	52744404	chr7	52743543	52749166	Dhdh	321
chr7	52765490	52766106	chr7	52764075	52769575	Tulp2	616
chr7	52765490	52766106	chr7	52765192	52770778	Nucb1	616
chr7	52780047	52780522	chr7	52776699	52782199	Plekha4	475
chr7	52881396	52881810	chr7	52877906	52883406	Rasip1	414
chr7	52890769	52891288	chr7	52890346	52895846	Mamstr	519
chr7	52939007	52939266	chr7	52932556	52939928	Sec1	259
chr7	52939007	52939266	chr7	52934783	52940283	Ntn5	259
chr7	52970598	52970993	chr7	52968440	52973940	Rpl18	395
chr7	52970598	52970993	chr7	52969466	52975577	Sphk2	395
chr7	52972972	52973586	chr7	52971589	52977089	Fam83e	614
chr7	52972972	52973586	chr7	52972570	52978372	Sphk2	614
chr7	52972972	52973586	chr7	52968440	52973940	Rpl18	614
chr7	52972972	52973586	chr7	52969466	52975577	Sphk2	614
chr7	53069668	53070297	chr7	53068967	53074686	Cyth2	629
chr7	53178027	53179794	chr7	53175505	53181219	Emp3	1767
chr7	53178027	53179794	chr7	53176111	53181796	Emp3	1767
chr7	53178027	53179794	chr7	53178767	53184267	Ccdc114	1027
chr7	53931190	53931699	chr7	53926981	53932907	Tph1	509
chr7	54050628	54051613	chr7	54046463	54051963	Gtf2h1	985
chr7	54050628	54051613	chr7	54050297	54056251	Hps5	985
chr7	54175134	54175804	chr7	54174690	54180300	Tsg101	670
chr7	54263180	54264350	chr7	54262944	54268784	Spty2d1	1170
chr7	54614046	54614299	chr7	54609066	54614610	Mrgpra1	253
chr7	56137690	56138037	chr7	56135530	56141411	E2f8	347
chr7	63217307	63218500	chr7	63212900	63218400	A230056P14Rik	1093
chr7	63217307	63218500	chr7	63216321	63222820	Nipa2	1193
chr7	63220349	63220633	chr7	63216321	63222820	Nipa2	284
chr7	63305235	63306139	chr7	63300524	63306024	Herc2	789
chr7	71082075	71082694	chr7	71082352	71088801	Klf13	342
chr7	71083656	71084987	chr7	71082352	71088801	Klf13	1331
chr7	71537022	71537686	chr7	71532656	71538156	Mcee	664
chr7	71537022	71537686	chr7	71536491	71542122	Mphosph10	664
chr7	72518176	72518621	chr7	72515195	72521130	Tjp1	445
chr7	72789882	72790637	chr7	72784783	72790283	Tarsl2	401
chr7	72838008	72839093	chr7	72833302	72838802	Tm2d3	794
chr7	73253610	73254399	chr7	73249400	73254900	Chsy1	789
chr7	73533113	73533678	chr7	73532605	73538227	Lrrk1	565
chr7	73834357	73835134	chr7	73829774	73835274	Lins	777
chr7	73834357	73835134	chr7	73833485	73839447	Asb7	777
chr7	81161100	81161425	chr7	81157782	81163568	St8sia2	325
chr7	81700336	81700738	chr7	81698796	81704666	Slco3a1	402
chr7	82599905	82600573	chr7	82595419	82600919	Akap13	668
chr7	82992997	82993555	chr7	82988223	82993723	Klhl25	558
chr7	85990667	85992329	chr7	85991492	85997097	Det1	837
chr7	86035542	86035846	chr7	86035812	86041312	Aen	34
chr7	86040432	86040834	chr7	86035812	86041312	Aen	402
chr7	86057280	86057629	chr7	86053650	86059150	Isg20	349
chr7	86057280	86057629	chr7	86054120	86059620	Isg20	349
chr7	86293732	86294162	chr7	86293280	86298946	Mfge8	430
chr7	86298649	86298930	chr7	86293280	86298946	Mfge8	281
chr7	86414795	86415242	chr7	86413151	86418651	Abhd2	447
chr7	86610864	86611569	chr7	86610455	86616159	Polg	705
chr7	86613553	86614334	chr7	86610455	86616159	Polg	781
chr7	86859076	86859359	chr7	86858216	86864072	Kif7	283
chr7	86887918	86888289	chr7	86887295	86892911	Pex11a	371
chr7	86887918	86888289	chr7	86883048	86888548	Wdr93	371
chr7	87065331	87065741	chr7	87064894	87070526	Ap3s2	410
chr7	87520212	87520790	chr7	87515487	87521012	Man2a2	578
chr7	87532761	87533218	chr7	87532222	87537832	Fes	457
chr7	87548742	87549449	chr7	87546915	87552648	Furin	707
chr7	87679786	87680388	chr7	87679036	87684884	Blm	602
chr7	87679786	87680388	chr7	87679428	87685005	Blm	602
chr7	88002161	88002482	chr7	88001993	88007493	Zscan2	321
chr7	88006917	88007227	chr7	88001993	88007493	Zscan2	310
chr7	88201817	88202077	chr7	88197485	88202985	Alpk3	260
chr7	88490048	88490346	chr7	88489587	88495120	Rps17	298
chr7	88907152	88908804	chr7	88902838	88908338	Fam103a1	1186
chr7	89004366	89005350	chr7	88998907	89004407	Tm6sf1	41
chr7	89796869	89797216	chr7	89792123	89797623	Eftud1	347
chr7	89796869	89797216	chr7	89796401	89802038	Fam154b	347
chr7	90014518	90015389	chr7	90010842	90016342	Mex3b	871
chr7	91032235	91033276	chr7	91028504	91037851	Mesdc1	1041
chr7	91040147	91040739	chr7	91035509	91041009	Mesdc2	592
chr7	91830107	91830614	chr7	91827319	91832861	Zfand6	507
chr7	97128309	97130074	chr7	97128421	97134486	Eed	1653
chr7	97493355	97493898	chr7	97492208	97497708	Sytl2	543
chr7	97590793	97591487	chr7	97586290	97591790	Crebzf	694
chr7	97605559	97606120	chr7	97605081	97610718	Tmem126a	561
chr7	99785264	99786031	chr7	99784139	99790652	Ankrd42	767
chr7	99818205	99819162	chr7	99817438	99823422	Pcf11	957
chr7	99889570	99890311	chr7	99885223	99890723	Rab30	741
chr7	99889570	99890311	chr7	99889071	99894969	4632427E13Rik	741
chr7	100021994	100023998	chr7	100018762	100024262	Prcp	2004
chr7	100021994	100023998	chr7	100022150	100027742	4632434I11Rik	1848
chr7	104095089	104095433	chr7	104095036	104100536	Nars2	344
chr7	104568277	104568637	chr7	104565041	104571020	Thrsp	360
chr7	104600846	104601380	chr7	104596713	104602213	Kctd14	534
chr7	104629298	104629692	chr7	104624465	104629965	Ints4	394
chr7	104727615	104728424	chr7	104727375	104733007	1810020D17Rik	809
chr7	104727615	104728424	chr7	104723405	104728905	Rsf1	809
chr7	104844959	104845362	chr7	104840200	104845700	Clns1a	403
chr7	104886863	104887226	chr7	104885378	104891757	Aqp11	363
chr7	105457809	105458088	chr7	105457357	105463037	Acer3	279
chr7	105851228	105851790	chr7	105846872	105852372	Prkrir	562
chr7	106289476	106290154	chr7	106288843	106294654	Uvrag	678
chr7	107007374	107008029	chr7	107006773	107012393	Spcs2	655
chr7	107007374	107008029	chr7	107002727	107008227	Xrra1	655
chr7	107128801	107129148	chr7	107127981	107133968	Rnf169	347
chr7	107269599	107270645	chr7	107269373	107275010	Pold3	1046
chr7	107306544	107306858	chr7	107302786	107308286	Lipt2	314
chr7	107326631	107327697	chr7	107322192	107327692	Kcne3	1061
chr7	107376160	107376995	chr7	107371116	107376616	Pgm2l1	456
chr7	107520348	107520910	chr7	107515742	107521242	C2cd3	562
chr7	107520348	107520910	chr7	107519732	107525406	Ppme1	562
chr7	107641602	107641996	chr7	107636853	107642353	Ucp2	394
chr7	107755529	107756423	chr7	107751099	107756599	Rab6	894
chr7	107755529	107756423	chr7	107755904	107761510	Mrpl48	519
chr7	107811770	107812108	chr7	107810171	107815908	Plekhb1	338
chr7	107811770	107812108	chr7	107806306	107811970	Plekhb1	200
chr7	107811770	107812108	chr7	107806316	107811970	Plekhb1	200
chr7	107854680	107855721	chr7	107850215	107855715	Fam168a	1035
chr7	108011916	108012178	chr7	108011307	108016927	Relt	262
chr7	108081120	108081727	chr7	108076582	108085675	Arhgef17	607
chr7	108085378	108085650	chr7	108076582	108085675	Arhgef17	272
chr7	108256492	108257074	chr7	108252288	108257788	Fchsd2	582
chr7	108465053	108465620	chr7	108464832	108470332	Stard10	567
chr7	108493610	108494201	chr7	108491582	108497082	Arap1	591
chr7	108532330	108532686	chr7	108529039	108534539	Arap1	356
chr7	108533835	108534318	chr7	108529039	108534539	Arap1	483
chr7	108537704	108538147	chr7	108537901	108543401	Arap1	246
chr7	108811994	108812537	chr7	108807281	108812781	Clpb	543
chr7	109051362	109051673	chr7	109049350	109054850	2400001E08Rik	311
chr7	109053963	109054922	chr7	109054312	109059873	Tomt	610
chr7	109053963	109054922	chr7	109049350	109054850	2400001E08Rik	887
chr7	109212303	109213004	chr7	109209226	109214726	Trpc2	701
chr7	109357967	109359437	chr7	109358031	109363634	Nup98	1406
chr7	109397145	109398396	chr7	109398058	109403632	Rhog	338
chr7	109414395	109416126	chr7	109411337	109416837	Stim1	1731
chr7	109416415	109416905	chr7	109411337	109416837	Stim1	422
chr7	110941626	110941967	chr7	110939774	110945344	Olfr67	341
chr7	111058551	111058947	chr7	111058575	111064075	Olfr631	372
chr7	111252403	111252937	chr7	111249794	111255294	Olfr646	534
chr7	111463217	111463567	chr7	111463424	111469009	Trim12	143
chr7	112087499	112087760	chr7	112082041	112087541	Olfr669	42
chr7	112521483	112521780	chr7	112518611	112524111	Gm5901	297
chr7	112547638	112548010	chr7	112547897	112553525	Fam160a2	113
chr7	112702525	112703137	chr7	112697873	112703373	Smpd1	612
chr7	112782159	112782700	chr7	112781416	112787013	Trim3	541
chr7	112884861	112885254	chr7	112880103	112885603	Ilk	393
chr7	112884861	112885254	chr7	112880238	112885738	Ilk	393
chr7	112884861	112885254	chr7	112884311	112890014	Rrp8	393
chr7	112887154	112888182	chr7	112884311	112890014	Rrp8	1028
chr7	112892754	112893206	chr7	112892100	112897852	Taf10	452
chr7	112958851	112959989	chr7	112958821	112964601	Mrpl17	1138
chr7	116654042	116655685	chr7	116650754	116656648	Trim66	1643
chr7	116654042	116655685	chr7	116650817	116656648	Trim66	1643
chr7	116661900	116662845	chr7	116657708	116663208	Rpl27a	945
chr7	116661900	116662845	chr7	116658645	116664145	Snora3	945
chr7	117103976	117104345	chr7	117103087	117108936	Dennd5a	369
chr7	117129652	117130278	chr7	117128975	117134744	Tmem41b	626
chr7	117202653	117203243	chr7	117200215	117205715	Zfp143	590
chr7	117204225	117205392	chr7	117200215	117205715	Zfp143	1167
chr7	117263820	117264376	chr7	117260572	117266072	Wee1	556
chr7	117264926	117265758	chr7	117260572	117266072	Wee1	832
chr7	117364669	117365488	chr7	117360216	117365716	Swap70	819
chr7	117762571	117763283	chr7	117757720	117763434	Sbf2	712
chr7	117987678	117988111	chr7	117987352	117992895	Rnf141	433
chr7	118129039	118129511	chr7	118125026	118130609	Mrvi1	472
chr7	118172011	118172772	chr7	118167464	118172964	Ctr9	761
